year,month,year_month,airport,residence_country,traveller_type,counts
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Europe,Tourists (overnight),78246
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Europe,Visitors,78355
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Europe - other countries,Excursionists (same-day),5
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Europe - other countries,Tourists (overnight),2989
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Europe - other countries,Visitors,2994
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Finland,Excursionists (same-day),1
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Finland,Tourists (overnight),577
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Finland,Visitors,578
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",France,Excursionists (same-day),7
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",France,Tourists (overnight),5007
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",France,Visitors,5014
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Germany,Excursionists (same-day),7
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Germany,Tourists (overnight),8741
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Germany,Visitors,8748
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Greece,Excursionists (same-day),1
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Greece,Tourists (overnight),394
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Greece,Visitors,395
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Haiti,Tourists (overnight),23
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Haiti,Visitors,23
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Hong Kong,Excursionists (same-day),3
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Hong Kong,Tourists (overnight),1770
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Hong Kong,Visitors,1773
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Hungary,Tourists (overnight),467
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Hungary,Visitors,467
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",India,Excursionists (same-day),7
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",India,Tourists (overnight),18609
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",India,Visitors,18616
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Indonesia,Tourists (overnight),321
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Indonesia,Visitors,321
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario","International visitors entering or returning to Canada, air",Excursionists (same-day),11763
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario","International visitors entering or returning to Canada, air",Tourists (overnight),764218
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario","International visitors entering or returning to Canada, air",Visitors,775981
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Iran,Tourists (overnight),1823
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Iran,Visitors,1823
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Ireland,Excursionists (same-day),4
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Ireland,Tourists (overnight),4546
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Ireland,Visitors,4550
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Israel,Excursionists (same-day),7
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Israel,Tourists (overnight),3271
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Israel,Visitors,3278
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Italy,Excursionists (same-day),7
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Italy,Tourists (overnight),2651
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Italy,Visitors,2658
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Jamaica,Excursionists (same-day),1
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Jamaica,Tourists (overnight),3042
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Jamaica,Visitors,3043
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Japan,Excursionists (same-day),1
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Japan,Tourists (overnight),991
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Japan,Visitors,992
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario","Korea, South",Excursionists (same-day),3
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario","Korea, South",Tourists (overnight),2966
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario","Korea, South",Visitors,2969
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Lebanon,Excursionists (same-day),2
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Lebanon,Tourists (overnight),307
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Lebanon,Visitors,309
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Malaysia,Tourists (overnight),143
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Malaysia,Visitors,143
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Mexico,Excursionists (same-day),1
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Mexico,Tourists (overnight),14167
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Mexico,Visitors,14168
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Morocco,Tourists (overnight),35
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Morocco,Visitors,35
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Netherlands,Excursionists (same-day),6
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Netherlands,Tourists (overnight),4158
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Netherlands,Visitors,4164
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",New Zealand,Excursionists (same-day),2
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",New Zealand,Tourists (overnight),472
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",New Zealand,Visitors,474
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Nigeria,Tourists (overnight),1150
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Nigeria,Visitors,1150
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario","Non-resident visitors entering Canada, air",Excursionists (same-day),491
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario","Non-resident visitors entering Canada, air",Tourists (overnight),344573
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario","Non-resident visitors entering Canada, air",Visitors,345064
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Norway,Excursionists (same-day),1
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Norway,Tourists (overnight),1237
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Norway,Visitors,1238
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Oceania,Excursionists (same-day),7
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Oceania,Tourists (overnight),3864
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Oceania,Visitors,3871
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Oceania - other countries,Tourists (overnight),281
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Oceania - other countries,Visitors,281
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Pakistan,Excursionists (same-day),1
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Pakistan,Tourists (overnight),1709
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Pakistan,Visitors,1710
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Peru,Excursionists (same-day),2
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Peru,Tourists (overnight),701
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Peru,Visitors,703
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Philippines,Excursionists (same-day),4
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Philippines,Tourists (overnight),936
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Philippines,Visitors,940
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Poland,Excursionists (same-day),3
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Poland,Tourists (overnight),1778
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Poland,Visitors,1781
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Portugal,Excursionists (same-day),3
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Portugal,Tourists (overnight),1624
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Portugal,Visitors,1627
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario","Residents of countries other than the United States of America entering Canada, air",Excursionists (same-day),201
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario","Residents of countries other than the United States of America entering Canada, air",Tourists (overnight),165373
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario","Residents of countries other than the United States of America entering Canada, air",Visitors,165574
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Romania,Tourists (overnight),524
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Romania,Visitors,524
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Russian Federation,Tourists (overnight),128
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Russian Federation,Visitors,128
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Saint Pierre and Miquelon,Tourists (overnight),7
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Saint Pierre and Miquelon,Visitors,7
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Saudi Arabia,Excursionists (same-day),2
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Saudi Arabia,Tourists (overnight),869
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Saudi Arabia,Visitors,871
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Singapore,Excursionists (same-day),5
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Singapore,Tourists (overnight),940
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Singapore,Visitors,945
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario","South Africa, Republic of",Excursionists (same-day),2
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario","South Africa, Republic of",Tourists (overnight),892
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario","South Africa, Republic of",Visitors,894
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Spain,Excursionists (same-day),2
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Spain,Tourists (overnight),2415
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Spain,Visitors,2417
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Sweden,Excursionists (same-day),3
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Sweden,Tourists (overnight),2188
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Sweden,Visitors,2191
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Switzerland,Excursionists (same-day),7
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Switzerland,Tourists (overnight),1819
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Switzerland,Visitors,1826
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Taiwan,Excursionists (same-day),2
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Taiwan,Tourists (overnight),326
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Taiwan,Visitors,328
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Thailand,Excursionists (same-day),2
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Thailand,Tourists (overnight),233
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Thailand,Visitors,235
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Trinidad and Tobago,Tourists (overnight),1337
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Trinidad and Tobago,Visitors,1337
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Türkiye,Tourists (overnight),702
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Türkiye,Visitors,702
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Ukraine,Excursionists (same-day),1
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Ukraine,Tourists (overnight),773
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Ukraine,Visitors,774
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",United Arab Emirates,Excursionists (same-day),6
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",United Arab Emirates,Tourists (overnight),2194
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",United Arab Emirates,Visitors,2200
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",United Kingdom,Excursionists (same-day),36
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",United Kingdom,Tourists (overnight),28872
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",United Kingdom,Visitors,28908
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario","United States of America residents entering Canada, air",Excursionists (same-day),290
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario","United States of America residents entering Canada, air",Tourists (overnight),179200
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario","United States of America residents entering Canada, air",Visitors,179490
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Venezuela,Tourists (overnight),119
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Venezuela,Visitors,119
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Viet Nam,Tourists (overnight),790
2022,Jun,2022-06-01,"Toronto Pearson International Airport, Ontario",Viet Nam,Visitors,790
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Africa,Excursionists (same-day),5
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Africa,Tourists (overnight),895
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Africa,Visitors,900
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Africa - other countries,Excursionists (same-day),1
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Africa - other countries,Tourists (overnight),295
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Africa - other countries,Visitors,296
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Algeria,Tourists (overnight),6
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Algeria,Visitors,6
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia","Americas, countries other than the United States of America",Excursionists (same-day),69
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia","Americas, countries other than the United States of America",Tourists (overnight),11603
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia","Americas, countries other than the United States of America",Visitors,11672
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia","Americas, countries other than the United States of America - other countries",Excursionists (same-day),6
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia","Americas, countries other than the United States of America - other countries",Tourists (overnight),698
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia","Americas, countries other than the United States of America - other countries",Visitors,704
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Antarctica and Adjacent Islands,Tourists (overnight),5
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Antarctica and Adjacent Islands,Visitors,5
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Antarctica and Adjacent Islands - all countries,Tourists (overnight),5
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Antarctica and Adjacent Islands - all countries,Visitors,5
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Argentina,Excursionists (same-day),1
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Argentina,Tourists (overnight),142
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Argentina,Visitors,143
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Asia,Excursionists (same-day),189
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Asia,Tourists (overnight),27415
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Asia,Visitors,27604
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Asia - other countries,Excursionists (same-day),1
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Asia - other countries,Tourists (overnight),568
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Asia - other countries,Visitors,569
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Australia,Excursionists (same-day),204
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Australia,Tourists (overnight),12103
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Australia,Visitors,12307
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Austria,Excursionists (same-day),7
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Austria,Tourists (overnight),465
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Austria,Visitors,472
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Bahamas,Excursionists (same-day),1
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Bahamas,Tourists (overnight),11
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Bahamas,Visitors,12
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Barbados,Tourists (overnight),11
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Barbados,Visitors,11
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Belgium,Excursionists (same-day),3
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Belgium,Tourists (overnight),710
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Belgium,Visitors,713
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Bermuda,Tourists (overnight),10
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Bermuda,Visitors,10
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Brazil,Excursionists (same-day),8
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Brazil,Tourists (overnight),958
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Brazil,Visitors,966
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia","Canadian residents returning from countries other than the United States of America, air",Excursionists (same-day),896
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia","Canadian residents returning from countries other than the United States of America, air",Tourists (overnight),73306
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia","Canadian residents returning from countries other than the United States of America, air",Visitors,74202
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia","Canadian residents returning from the United States of America, air",Excursionists (same-day),910
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia","Canadian residents returning from the United States of America, air",Tourists (overnight),62385
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia","Canadian residents returning from the United States of America, air",Visitors,63295
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia","Canadian-resident visitors returning to Canada, air",Excursionists (same-day),1806
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia","Canadian-resident visitors returning to Canada, air",Tourists (overnight),135691
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia","Canadian-resident visitors returning to Canada, air",Visitors,137497
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Chile,Excursionists (same-day),2
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Chile,Tourists (overnight),392
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Chile,Visitors,394
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",China,Excursionists (same-day),16
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",China,Tourists (overnight),2399
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",China,Visitors,2415
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Colombia,Excursionists (same-day),1
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Colombia,Tourists (overnight),229
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Colombia,Visitors,230
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Czechia,Excursionists (same-day),1
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Czechia,Tourists (overnight),603
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Czechia,Visitors,604
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Denmark,Excursionists (same-day),7
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Denmark,Tourists (overnight),747
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Denmark,Visitors,754
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Egypt,Tourists (overnight),47
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Egypt,Visitors,47
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Europe,Excursionists (same-day),351
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Europe,Tourists (overnight),40155
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Europe,Visitors,40506
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Europe - other countries,Excursionists (same-day),7
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Europe - other countries,Tourists (overnight),855
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Europe - other countries,Visitors,862
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Finland,Excursionists (same-day),2
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Finland,Tourists (overnight),298
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Finland,Visitors,300
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",France,Excursionists (same-day),27
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",France,Tourists (overnight),1961
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",France,Visitors,1988
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Germany,Excursionists (same-day),71
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Germany,Tourists (overnight),9653
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Germany,Visitors,9724
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Greece,Excursionists (same-day),1
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Greece,Tourists (overnight),83
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Greece,Visitors,84
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Hong Kong,Excursionists (same-day),37
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Hong Kong,Tourists (overnight),3330
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Hong Kong,Visitors,3367
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Hungary,Tourists (overnight),162
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Hungary,Visitors,162
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",India,Excursionists (same-day),5
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",India,Tourists (overnight),5844
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",India,Visitors,5849
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Indonesia,Excursionists (same-day),2
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Indonesia,Tourists (overnight),613
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Indonesia,Visitors,615
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia","International visitors entering or returning to Canada, air",Excursionists (same-day),5041
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia","International visitors entering or returning to Canada, air",Tourists (overnight),336738
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia","International visitors entering or returning to Canada, air",Visitors,341779
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Iran,Tourists (overnight),927
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Iran,Visitors,927
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Ireland,Excursionists (same-day),15
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Ireland,Tourists (overnight),1812
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Ireland,Visitors,1827
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Israel,Excursionists (same-day),1
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Israel,Tourists (overnight),181
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Israel,Visitors,182
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Italy,Excursionists (same-day),11
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Italy,Tourists (overnight),1031
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Italy,Visitors,1042
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Jamaica,Tourists (overnight),9
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Jamaica,Visitors,9
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Japan,Excursionists (same-day),35
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Japan,Tourists (overnight),2286
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Japan,Visitors,2321
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia","Korea, South",Excursionists (same-day),52
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia","Korea, South",Tourists (overnight),3717
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia","Korea, South",Visitors,3769
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Lebanon,Tourists (overnight),49
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Lebanon,Visitors,49
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Malaysia,Excursionists (same-day),1
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Malaysia,Tourists (overnight),81
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Malaysia,Visitors,82
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Mexico,Excursionists (same-day),50
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Mexico,Tourists (overnight),8983
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Mexico,Visitors,9033
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Morocco,Tourists (overnight),6
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Morocco,Visitors,6
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Netherlands,Excursionists (same-day),11
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Netherlands,Tourists (overnight),2199
2022,Jun,2022-06-01,"Vancouver International Airport, British Columbia",Netherlands,Visitors,2210
