year,month,year_month,airport,residence_country,traveller_type,counts
2023,Jan,2023-01-01,"Ottawa International Airport, Ontario","Non-resident visitors entering Canada, air",Visitors,2663
2023,Jan,2023-01-01,"Ottawa International Airport, Ontario",Norway,Tourists (overnight),3
2023,Jan,2023-01-01,"Ottawa International Airport, Ontario",Norway,Visitors,3
2023,Jan,2023-01-01,"Ottawa International Airport, Ontario",Oceania,Tourists (overnight),39
2023,Jan,2023-01-01,"Ottawa International Airport, Ontario",Oceania,Visitors,39
2023,Jan,2023-01-01,"Ottawa International Airport, Ontario",Pakistan,Tourists (overnight),1
2023,Jan,2023-01-01,"Ottawa International Airport, Ontario",Pakistan,Visitors,1
2023,Jan,2023-01-01,"Ottawa International Airport, Ontario",Peru,Tourists (overnight),2
2023,Jan,2023-01-01,"Ottawa International Airport, Ontario",Peru,Visitors,2
2023,Jan,2023-01-01,"Ottawa International Airport, Ontario",Philippines,Tourists (overnight),1
2023,Jan,2023-01-01,"Ottawa International Airport, Ontario",Philippines,Visitors,1
2023,Jan,2023-01-01,"Ottawa International Airport, Ontario",Poland,Tourists (overnight),3
2023,Jan,2023-01-01,"Ottawa International Airport, Ontario",Poland,Visitors,3
2023,Jan,2023-01-01,"Ottawa International Airport, Ontario",Portugal,Tourists (overnight),9
2023,Jan,2023-01-01,"Ottawa International Airport, Ontario",Portugal,Visitors,9
2023,Jan,2023-01-01,"Ottawa International Airport, Ontario","Residents of countries other than the United States of America entering Canada, air",Excursionists (same-day),1
2023,Jan,2023-01-01,"Ottawa International Airport, Ontario","Residents of countries other than the United States of America entering Canada, air",Tourists (overnight),592
2023,Jan,2023-01-01,"Ottawa International Airport, Ontario","Residents of countries other than the United States of America entering Canada, air",Visitors,593
2023,Jan,2023-01-01,"Ottawa International Airport, Ontario",Russian Federation,Tourists (overnight),1
2023,Jan,2023-01-01,"Ottawa International Airport, Ontario",Russian Federation,Visitors,1
2023,Jan,2023-01-01,"Ottawa International Airport, Ontario",Saudi Arabia,Tourists (overnight),3
2023,Jan,2023-01-01,"Ottawa International Airport, Ontario",Saudi Arabia,Visitors,3
2023,Jan,2023-01-01,"Ottawa International Airport, Ontario",Singapore,Excursionists (same-day),1
2023,Jan,2023-01-01,"Ottawa International Airport, Ontario",Singapore,Tourists (overnight),7
2023,Jan,2023-01-01,"Ottawa International Airport, Ontario",Singapore,Visitors,8
2023,Jan,2023-01-01,"Ottawa International Airport, Ontario","South Africa, Republic of",Tourists (overnight),2
2023,Jan,2023-01-01,"Ottawa International Airport, Ontario","South Africa, Republic of",Visitors,2
2023,Jan,2023-01-01,"Ottawa International Airport, Ontario",Spain,Tourists (overnight),18
2023,Jan,2023-01-01,"Ottawa International Airport, Ontario",Spain,Visitors,18
2023,Jan,2023-01-01,"Ottawa International Airport, Ontario",Sweden,Tourists (overnight),1
2023,Jan,2023-01-01,"Ottawa International Airport, Ontario",Sweden,Visitors,1
2023,Jan,2023-01-01,"Ottawa International Airport, Ontario",Switzerland,Tourists (overnight),10
2023,Jan,2023-01-01,"Ottawa International Airport, Ontario",Switzerland,Visitors,10
2023,Jan,2023-01-01,"Ottawa International Airport, Ontario",Taiwan,Tourists (overnight),2
2023,Jan,2023-01-01,"Ottawa International Airport, Ontario",Taiwan,Visitors,2
2023,Jan,2023-01-01,"Ottawa International Airport, Ontario",Thailand,Tourists (overnight),1
2023,Jan,2023-01-01,"Ottawa International Airport, Ontario",Thailand,Visitors,1
2023,Jan,2023-01-01,"Ottawa International Airport, Ontario",Trinidad and Tobago,Tourists (overnight),3
2023,Jan,2023-01-01,"Ottawa International Airport, Ontario",Trinidad and Tobago,Visitors,3
2023,Jan,2023-01-01,"Ottawa International Airport, Ontario",Türkiye,Tourists (overnight),5
2023,Jan,2023-01-01,"Ottawa International Airport, Ontario",Türkiye,Visitors,5
2023,Jan,2023-01-01,"Ottawa International Airport, Ontario",Ukraine,Tourists (overnight),1
2023,Jan,2023-01-01,"Ottawa International Airport, Ontario",Ukraine,Visitors,1
2023,Jan,2023-01-01,"Ottawa International Airport, Ontario",United Arab Emirates,Tourists (overnight),2
2023,Jan,2023-01-01,"Ottawa International Airport, Ontario",United Arab Emirates,Visitors,2
2023,Jan,2023-01-01,"Ottawa International Airport, Ontario",United Kingdom,Tourists (overnight),57
2023,Jan,2023-01-01,"Ottawa International Airport, Ontario",United Kingdom,Visitors,57
2023,Jan,2023-01-01,"Ottawa International Airport, Ontario","United States of America residents entering Canada, air",Excursionists (same-day),21
2023,Jan,2023-01-01,"Ottawa International Airport, Ontario","United States of America residents entering Canada, air",Tourists (overnight),2049
2023,Jan,2023-01-01,"Ottawa International Airport, Ontario","United States of America residents entering Canada, air",Visitors,2070
2023,Jan,2023-01-01,"Ottawa International Airport, Ontario",Viet Nam,Tourists (overnight),1
2023,Jan,2023-01-01,"Ottawa International Airport, Ontario",Viet Nam,Visitors,1
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",Africa,Tourists (overnight),5
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",Africa,Visitors,5
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",Africa - other countries,Tourists (overnight),4
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",Africa - other countries,Visitors,4
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",Algeria,Tourists (overnight),1
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",Algeria,Visitors,1
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec","Americas, countries other than the United States of America",Excursionists (same-day),1
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec","Americas, countries other than the United States of America",Tourists (overnight),330
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec","Americas, countries other than the United States of America",Visitors,331
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec","Americas, countries other than the United States of America - other countries",Tourists (overnight),63
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec","Americas, countries other than the United States of America - other countries",Visitors,63
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",Asia,Tourists (overnight),40
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",Asia,Visitors,40
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",Asia - other countries,Tourists (overnight),1
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",Asia - other countries,Visitors,1
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",Australia,Tourists (overnight),45
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",Australia,Visitors,45
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",Austria,Tourists (overnight),1
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",Austria,Visitors,1
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",Bahamas,Tourists (overnight),2
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",Bahamas,Visitors,2
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",Belgium,Tourists (overnight),17
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",Belgium,Visitors,17
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",Brazil,Tourists (overnight),134
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",Brazil,Visitors,134
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec","Canadian residents returning from countries other than the United States of America, air",Excursionists (same-day),119
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec","Canadian residents returning from countries other than the United States of America, air",Tourists (overnight),33488
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec","Canadian residents returning from countries other than the United States of America, air",Visitors,33607
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec","Canadian residents returning from the United States of America, air",Excursionists (same-day),10
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec","Canadian residents returning from the United States of America, air",Tourists (overnight),9659
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec","Canadian residents returning from the United States of America, air",Visitors,9669
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec","Canadian-resident visitors returning to Canada, air",Excursionists (same-day),129
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec","Canadian-resident visitors returning to Canada, air",Tourists (overnight),43147
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec","Canadian-resident visitors returning to Canada, air",Visitors,43276
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",China,Tourists (overnight),3
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",China,Visitors,3
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",Colombia,Tourists (overnight),9
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",Colombia,Visitors,9
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",Denmark,Tourists (overnight),3
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",Denmark,Visitors,3
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",Europe,Excursionists (same-day),2
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",Europe,Tourists (overnight),362
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",Europe,Visitors,364
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",Europe - other countries,Tourists (overnight),2
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",Europe - other countries,Visitors,2
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",France,Excursionists (same-day),2
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",France,Tourists (overnight),293
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",France,Visitors,295
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",Germany,Tourists (overnight),3
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",Germany,Visitors,3
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",Haiti,Tourists (overnight),4
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",Haiti,Visitors,4
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",India,Tourists (overnight),1
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",India,Visitors,1
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",Indonesia,Tourists (overnight),6
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",Indonesia,Visitors,6
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec","International visitors entering or returning to Canada, air",Excursionists (same-day),138
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec","International visitors entering or returning to Canada, air",Tourists (overnight),45086
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec","International visitors entering or returning to Canada, air",Visitors,45224
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",Ireland,Tourists (overnight),1
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",Ireland,Visitors,1
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",Israel,Tourists (overnight),1
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",Israel,Visitors,1
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",Italy,Tourists (overnight),8
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",Italy,Visitors,8
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",Japan,Tourists (overnight),10
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",Japan,Visitors,10
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec","Korea, South",Tourists (overnight),11
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec","Korea, South",Visitors,11
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",Mexico,Excursionists (same-day),1
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",Mexico,Tourists (overnight),115
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",Mexico,Visitors,116
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",Netherlands,Tourists (overnight),2
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",Netherlands,Visitors,2
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",New Zealand,Tourists (overnight),4
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",New Zealand,Visitors,4
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec","Non-resident visitors entering Canada, air",Excursionists (same-day),9
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec","Non-resident visitors entering Canada, air",Tourists (overnight),1939
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec","Non-resident visitors entering Canada, air",Visitors,1948
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",Norway,Tourists (overnight),1
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",Norway,Visitors,1
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",Oceania,Tourists (overnight),54
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",Oceania,Visitors,54
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",Oceania - other countries,Tourists (overnight),5
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",Oceania - other countries,Visitors,5
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",Peru,Tourists (overnight),2
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",Peru,Visitors,2
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",Portugal,Tourists (overnight),2
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",Portugal,Visitors,2
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec","Residents of countries other than the United States of America entering Canada, air",Excursionists (same-day),3
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec","Residents of countries other than the United States of America entering Canada, air",Tourists (overnight),791
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec","Residents of countries other than the United States of America entering Canada, air",Visitors,794
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",Singapore,Tourists (overnight),2
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",Singapore,Visitors,2
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",Spain,Tourists (overnight),5
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",Spain,Visitors,5
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",Sweden,Tourists (overnight),1
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",Sweden,Visitors,1
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",Switzerland,Tourists (overnight),4
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",Switzerland,Visitors,4
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",Taiwan,Tourists (overnight),1
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",Taiwan,Visitors,1
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",Thailand,Tourists (overnight),3
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",Thailand,Visitors,3
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",United Arab Emirates,Tourists (overnight),2
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",United Arab Emirates,Visitors,2
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",United Kingdom,Tourists (overnight),18
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",United Kingdom,Visitors,18
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec","United States of America residents entering Canada, air",Excursionists (same-day),6
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec","United States of America residents entering Canada, air",Tourists (overnight),1148
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec","United States of America residents entering Canada, air",Visitors,1154
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",Venezuela,Tourists (overnight),1
2023,Jan,2023-01-01,"Quebec City Jean Lesage International Airport, Quebec",Venezuela,Visitors,1
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario",Africa,Tourists (overnight),15
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario",Africa,Visitors,15
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario",Africa - other countries,Tourists (overnight),4
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario",Africa - other countries,Visitors,4
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario",Algeria,Tourists (overnight),1
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario",Algeria,Visitors,1
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario","Americas, countries other than the United States of America",Tourists (overnight),86
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario","Americas, countries other than the United States of America",Visitors,86
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario","Americas, countries other than the United States of America - other countries",Tourists (overnight),2
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario","Americas, countries other than the United States of America - other countries",Visitors,2
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario",Argentina,Tourists (overnight),2
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario",Argentina,Visitors,2
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario",Asia,Tourists (overnight),142
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario",Asia,Visitors,142
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario",Asia - other countries,Tourists (overnight),11
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario",Asia - other countries,Visitors,11
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario",Australia,Excursionists (same-day),1
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario",Australia,Tourists (overnight),70
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario",Australia,Visitors,71
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario",Austria,Tourists (overnight),7
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario",Austria,Visitors,7
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario",Bahamas,Tourists (overnight),1
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario",Bahamas,Visitors,1
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario",Barbados,Tourists (overnight),2
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario",Barbados,Visitors,2
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario",Belgium,Tourists (overnight),3
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario",Belgium,Visitors,3
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario",Brazil,Tourists (overnight),33
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario",Brazil,Visitors,33
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario","Canadian residents returning from countries other than the United States of America, air",Excursionists (same-day),1
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario","Canadian residents returning from countries other than the United States of America, air",Tourists (overnight),294
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario","Canadian residents returning from countries other than the United States of America, air",Visitors,295
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario","Canadian residents returning from the United States of America, air",Excursionists (same-day),226
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario","Canadian residents returning from the United States of America, air",Tourists (overnight),10924
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario","Canadian residents returning from the United States of America, air",Visitors,11150
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario","Canadian-resident visitors returning to Canada, air",Excursionists (same-day),227
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario","Canadian-resident visitors returning to Canada, air",Tourists (overnight),11218
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario","Canadian-resident visitors returning to Canada, air",Visitors,11445
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario",Chile,Tourists (overnight),8
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario",Chile,Visitors,8
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario",China,Tourists (overnight),17
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario",China,Visitors,17
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario",Colombia,Tourists (overnight),9
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario",Colombia,Visitors,9
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario",Czechia,Tourists (overnight),3
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario",Czechia,Visitors,3
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario",Denmark,Excursionists (same-day),1
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario",Denmark,Tourists (overnight),2
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario",Denmark,Visitors,3
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario",Egypt,Tourists (overnight),4
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario",Egypt,Visitors,4
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario",Europe,Excursionists (same-day),3
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario",Europe,Tourists (overnight),293
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario",Europe,Visitors,296
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario",Europe - other countries,Tourists (overnight),27
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario",Europe - other countries,Visitors,27
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario",Finland,Tourists (overnight),2
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario",Finland,Visitors,2
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario",France,Tourists (overnight),43
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario",France,Visitors,43
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario",Germany,Tourists (overnight),27
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario",Germany,Visitors,27
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario",Greece,Tourists (overnight),5
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario",Greece,Visitors,5
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario",Haiti,Tourists (overnight),2
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario",Haiti,Visitors,2
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario",Hong Kong,Tourists (overnight),13
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario",Hong Kong,Visitors,13
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario",Hungary,Tourists (overnight),1
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario",Hungary,Visitors,1
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario",India,Tourists (overnight),28
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario",India,Visitors,28
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario",Indonesia,Tourists (overnight),2
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario",Indonesia,Visitors,2
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario","International visitors entering or returning to Canada, air",Excursionists (same-day),265
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario","International visitors entering or returning to Canada, air",Tourists (overnight),16474
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario","International visitors entering or returning to Canada, air",Visitors,16739
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario",Ireland,Tourists (overnight),8
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario",Ireland,Visitors,8
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario",Israel,Excursionists (same-day),1
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario",Israel,Tourists (overnight),8
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario",Israel,Visitors,9
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario",Italy,Tourists (overnight),19
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario",Italy,Visitors,19
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario",Jamaica,Tourists (overnight),3
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario",Jamaica,Visitors,3
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario",Japan,Tourists (overnight),14
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario",Japan,Visitors,14
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario","Korea, South",Tourists (overnight),30
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario","Korea, South",Visitors,30
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario",Mexico,Tourists (overnight),12
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario",Mexico,Visitors,12
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario",Netherlands,Tourists (overnight),13
2023,Jan,2023-01-01,"Toronto - Billy Bishop Toronto City Airport, Ontario",Netherlands,Visitors,13
